benchmark_id,trial_id,trial_seed,validation_status,run_status,predicate_pass,failure_reason,interface_metrics,transport_collapse_persisted,transport_collapse_continuation_id,transport_collapse_mapping,designated_loop_id,predictive_moved_class_ids,predictive_moved_class_fraction
latent_memory_refined,latent_memory_refined_perturbation:trial:0,4606727716294082432,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:1,17130369847464628325,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:2,11693068190359782102,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:3,17025797237665935539,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:4,3897066591756850048,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:5,255441160499453980,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:6,12204254609363645111,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:7,11451296858996218789,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:8,13314766277306095858,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:9,10683507592026906136,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:10,11061181810184010379,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
latent_memory_refined,latent_memory_refined_perturbation:trial:11,6742573853362715421,passed,passed,true,,"[{""class_label"": ""flat"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 2, ""currentization_status"": ""skipped"", ""discrepancy_metric_value"": 0.0, ""discrepancy_metric_value_exact"": ""0"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 1, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""skipped"", ""witness_count"": 0}]",,,,,,
