benchmark_id,trial_id,trial_seed,validation_status,run_status,predicate_pass,failure_reason,interface_metrics,transport_collapse_persisted,transport_collapse_continuation_id,transport_collapse_mapping,designated_loop_id,predictive_moved_class_ids,predictive_moved_class_fraction
latent_memory_base,latent_memory_base_perturbation:trial:0,10424535163223215428,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:1,2844358930364486386,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:2,14067732671822343903,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:3,14384319870619749434,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:4,9816643401534490272,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:5,2095546099286033259,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 0.95, ""discrepancy_metric_value_exact"": ""19/20"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:6,13074123691839454943,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 0.9, ""discrepancy_metric_value_exact"": ""9/10"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:7,407503293495862752,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:8,4483467153998216366,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 1.0, ""discrepancy_metric_value_exact"": ""1"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
latent_memory_base,latent_memory_base_perturbation:trial:9,10020928101672417047,passed,passed,true,,"[{""class_label"": ""explicit_latent"", ""current_loop_score"": 0.0, ""current_loop_score_exact"": ""0"", ""current_quotient_size"": 1, ""currentization_status"": ""passed"", ""discrepancy_metric_value"": 0.9, ""discrepancy_metric_value_exact"": ""9/10"", ""flattening_status"": ""skipped"", ""history_count"": 2, ""interface_id"": ""mid"", ""max_fiber_size"": 2, ""predictive_loop_score"": 0.0, ""predictive_loop_score_exact"": ""0"", ""predictive_quotient_size"": 2, ""support_fixation_status"": ""passed"", ""witness_count"": 1}]",,,,,,
